Date,^spx_d,^shc_d,^hsi_d,^ndq_d,^dji_d,^nkx_d
1960-01-05,60.39,,,35.77,685.5,876.21
1960-01-06,60.13,,,35.61,682.6,892.41
1960-01-07,59.69,,,35.35,677.7,905.59
1960-01-08,59.5,,,35.24,675.7,912.29
1960-01-09,,,,,,912.3
1960-01-11,58.77,,,34.8,667.2,918.63
1960-01-12,58.41,,,34.59,660.4,914.83
1960-01-13,58.08,,,34.39,656.4,923.73
1960-01-14,58.4,,,34.58,660.5,930.19
1960-01-15,58.38,,,34.57,659.7,
1960-01-16,,,,,,935.89
1960-01-18,57.89,,,34.27,653.9,946.74
1960-01-19,57.27,,,33.91,645.1,952.95
1960-01-20,57.07,,,33.79,643.7,955.61
1960-01-21,57.21,,,33.87,645.4,956.21
1960-01-22,57.38,,,33.97,645.9,955.05
1960-01-23,,,,,,954.24
1960-01-25,56.78,,,33.61,639.1,947.81
1960-01-26,56.86,,,33.66,639.8,951.26
1960-01-27,56.72,,,33.57,637.7,953.93
1960-01-28,56.13,,,33.22,629.8,962.55
1960-01-29,55.61,,,32.91,622.6,953.03
1960-01-30,,,,,,957.13
1960-02-01,55.96,,,33.12,626.2,962.7
1960-02-02,56.82,,,33.63,636.9,959.48
1960-02-03,56.32,,,33.33,631.0,958.98
1960-02-04,56.27,,,33.3,631.1,960.7
1960-02-05,55.98,,,33.13,626.8,964.56
1960-02-06,,,,,,968.57
1960-02-08,55.32,,,32.74,619.4,977.11
1960-02-09,55.84,,,33.04,628.5,983.29
1960-02-10,55.49,,,32.84,623.4,985.98
1960-02-11,55.18,,,32.65,618.6,990.89
1960-02-12,55.46,,,32.81,622.2,986.1
1960-02-13,,,,,,987.92
1960-02-15,55.17,,,32.64,617.6,987.56
1960-02-16,54.73,,,32.38,611.3,992.51
1960-02-17,55.03,,,32.56,613.6,988.12
1960-02-18,55.8,,,33.01,622.2,976.59
1960-02-19,56.24,,,33.27,628.5,991.8
1960-02-20,,,,,,1002.46
1960-02-22,,,,,,1004.33
1960-02-23,55.94,,,33.09,626.2,1001.22
1960-02-24,55.74,,,32.97,623.7,993.52
1960-02-25,55.93,,,33.08,628.5,998.11
1960-02-26,56.16,,,33.22,632.0,1007.04
1960-02-27,,,,,,1007.46
1960-02-29,56.12,,,33.19,630.1,1015.06
1960-03-01,56.01,,,33.13,626.9,1025.02
1960-03-02,55.62,,,32.9,621.4,1029.46
1960-03-03,54.78,,,32.4,612.1,1032.3
1960-03-04,54.57,,,32.27,609.8,1025.6
1960-03-05,,,,,,1027.82
1960-03-07,54.02,,,31.95,604.0,1025.06
1960-03-08,53.47,,,31.62,599.1,1032.07
1960-03-09,54.04,,,31.96,607.2,1025.06
1960-03-10,53.83,,,31.83,602.3,1008.16
1960-03-11,54.24,,,32.07,605.8,1010.04
1960-03-12,,,,,,1016.62
1960-03-14,54.32,,,32.12,606.8,1006.06
1960-03-15,54.74,,,32.37,612.2,1007.09
1960-03-16,55.04,,,32.54,616.7,1009.42
1960-03-17,54.96,,,32.49,615.1,1023.18
1960-03-18,55.01,,,32.52,616.4,1021.33
1960-03-19,,,,,,1017.48
1960-03-21,55.07,,,32.56,617.0,1024.06
1960-03-22,55.29,,,32.69,618.1,1033.06
1960-03-23,55.74,,,32.95,622.1,1033.3
1960-03-24,55.98,,,33.09,624.0,1039.52
1960-03-25,55.98,,,33.09,622.5,1040.93
1960-03-26,,,,,,1038.48
1960-03-28,55.86,,,33.02,621.8,1039.58
1960-03-29,55.78,,,32.97,620.4,1047.28
1960-03-30,55.66,,,32.9,619.9,1060.47
1960-03-31,55.34,,,32.71,616.6,1059.49
1960-04-01,55.43,,,32.76,616.0,1062.25
1960-04-02,,,,,,1071.92
1960-04-04,55.54,,,32.82,618.5,1074.41
1960-04-05,55.37,,,32.72,622.2,1069.28
1960-04-06,56.51,,,33.39,628.3,1075.39
1960-04-07,56.52,,,33.4,629.0,1069.61
1960-04-08,56.39,,,33.32,628.1,1074.24
1960-04-09,,,,,,1073.26
1960-04-11,56.17,,,33.19,624.9,1071.99
1960-04-12,56.3,,,33.27,626.5,1071.47
1960-04-13,56.3,,,33.26,626.5,1052.23
1960-04-14,56.43,,,33.34,630.1,1066.82
1960-04-15,,,,,,1059.06
1960-04-16,,,,,,1067.11
1960-04-18,56.59,,,33.43,630.8,1078.45
1960-04-19,56.13,,,33.16,626.4,1089.04
1960-04-20,55.44,,,32.75,618.7,1087.89
1960-04-21,55.59,,,32.84,619.2,1094.73
1960-04-22,55.42,,,32.74,616.3,1090.28
1960-04-23,,,,,,1088.12
1960-04-25,54.86,,,32.41,611.1,1087.57
1960-04-26,55.04,,,32.51,610.9,1089.36
1960-04-27,55.04,,,32.51,610.0,1092.12
1960-04-28,54.56,,,32.23,604.3,1092.04
1960-04-29,54.37,,,32.11,601.7,
1960-04-30,,,,,,1091.21
1960-05-02,54.13,,,31.97,599.6,1101.95
1960-05-03,54.83,,,32.38,607.7,
1960-05-04,55.04,,,32.5,611.0,1102.13
1960-05-05,54.86,,,32.4,608.3,
1960-05-06,54.75,,,32.33,607.6,1099.43
1960-05-07,,,,,,1109.47
1960-05-09,54.8,,,32.36,607.5,1101.17
1960-05-10,54.42,,,32.13,604.8,1075.93
1960-05-11,54.57,,,32.22,606.5,1095.65
1960-05-12,54.85,,,32.38,607.9,1088.68
1960-05-13,55.3,,,32.65,616.0,1069.27
1960-05-14,,,,,,1065.67
1960-05-16,55.25,,,32.62,617.4,1067.1
1960-05-17,55.46,,,32.74,621.6,1030.36
1960-05-18,55.44,,,32.73,623.0,1035.96
1960-05-19,55.68,,,32.87,624.7,1055.5
1960-05-20,55.73,,,32.9,625.2,1048.96
1960-05-21,,,,,,1041.59
1960-05-23,55.76,,,32.91,623.7,1015.33
1960-05-24,55.7,,,32.88,621.4,1022.43
1960-05-25,55.67,,,32.86,621.3,1028.29
1960-05-26,55.71,,,32.88,622.8,1018.93
1960-05-27,55.74,,,32.9,624.8,1002.88
1960-05-28,,,,,,1004.49
1960-05-30,,,,,,1001.1
1960-05-31,55.83,,,32.95,625.5,988.47
1960-06-01,55.89,,,32.98,624.9,971.93
1960-06-02,56.13,,,33.12,627.9,967.22
1960-06-03,56.23,,,33.18,629.0,1006.48
1960-06-04,,,,,,1018.99
1960-06-06,56.89,,,33.57,636.9,1032.44
1960-06-07,57.43,,,33.89,645.6,1043.98
1960-06-08,57.89,,,34.16,650.4,1060.22
1960-06-09,58.0,,,34.22,656.4,1053.1
1960-06-10,57.97,,,34.2,654.9,1051.01
1960-06-11,,,,,,1046.63
1960-06-13,57.99,,,34.22,655.9,1054.2
1960-06-14,57.91,,,34.17,654.9,1060.43
1960-06-15,57.57,,,33.96,649.4,1056.72
1960-06-16,57.5,,,33.92,648.3,1020.02
1960-06-17,57.44,,,33.88,650.9,1010.17
1960-06-18,,,,,,1024.84
1960-06-20,57.16,,,33.72,647.5,1022.43
1960-06-21,57.11,,,33.69,644.9,1030.52
1960-06-22,57.28,,,33.79,645.4,1052.06
1960-06-23,57.59,,,33.97,647.4,1055.2
1960-06-24,57.68,,,34.02,647.0,1058.0
1960-06-25,,,,,,1061.04
1960-06-27,57.33,,,33.81,642.5,1058.52
1960-06-28,56.94,,,33.58,637.5,1065.57
1960-06-29,56.94,,,33.58,638.4,1080.48
1960-06-30,56.92,,,33.57,640.6,1089.63
1960-07-01,57.06,,,33.65,641.3,1092.16
1960-07-02,,,,,,1093.28
1960-07-04,,,,,,1093.98
1960-07-05,57.02,,,33.62,640.9,1098.17
1960-07-06,56.94,,,33.58,640.4,1103.82
1960-07-07,57.24,,,33.75,644.9,1097.15
1960-07-08,57.38,,,33.83,646.9,1099.25
1960-07-09,,,,,,1101.24
1960-07-11,56.87,,,33.53,640.4,1102.41
1960-07-12,56.25,,,33.16,634.1,1113.75
1960-07-13,56.1,,,33.08,632.1,1101.42
1960-07-14,56.12,,,33.09,631.3,1101.71
1960-07-15,56.05,,,33.04,630.2,1107.41
1960-07-16,,,,,,1112.14
1960-07-18,55.7,,,32.84,626.0,1121.1
1960-07-19,55.7,,,32.84,624.8,1115.65
1960-07-20,55.61,,,32.78,624.1,1108.25
1960-07-21,55.1,,,32.48,616.6,1111.55
1960-07-22,54.72,,,32.25,609.9,1111.01
1960-07-23,,,,,,1104.29
1960-07-25,54.18,,,31.93,601.7,1091.56
1960-07-26,54.51,,,32.13,606.8,1091.08
1960-07-27,54.17,,,31.93,601.8,1093.96
1960-07-28,54.57,,,32.16,605.7,1098.33
1960-07-29,55.51,,,32.71,616.7,1093.37
1960-07-30,,,,,,1097.09
1960-08-01,55.53,,,32.73,617.9,1097.29
1960-08-02,55.04,,,32.44,613.7,1100.97
1960-08-03,54.72,,,32.25,608.7,1108.89
1960-08-04,54.89,,,32.34,609.2,1114.39
1960-08-05,55.44,,,32.67,614.3,1121.68
1960-08-06,,,,,,1121.25
1960-08-08,55.52,,,32.71,614.8,1120.12
1960-08-09,55.84,,,32.9,615.7,1124.99
1960-08-10,56.07,,,33.03,617.5,1123.95
1960-08-11,56.28,,,33.16,622.9,1124.5
1960-08-12,56.66,,,33.38,626.2,1129.16
1960-08-13,,,,,,1133.95
1960-08-15,56.61,,,33.35,624.2,1138.44
1960-08-16,56.72,,,33.41,625.4,1138.17
1960-08-17,56.84,,,33.48,626.5,1142.93
1960-08-18,56.81,,,33.47,625.8,1144.94
1960-08-19,57.01,,,33.58,629.3,1142.9
1960-08-20,,,,,,1141.95
1960-08-22,57.19,,,33.69,630.7,1139.72
1960-08-23,57.75,,,34.02,638.3,1142.31
1960-08-24,58.07,,,34.2,641.6,1150.55
1960-08-25,57.79,,,34.04,637.2,1149.7
1960-08-26,57.6,,,33.92,636.1,1154.78
1960-08-27,,,,,,1158.3
1960-08-29,57.44,,,33.83,634.5,1167.08
1960-08-30,56.84,,,33.47,626.4,1166.56
1960-08-31,56.96,,,33.54,626.0,1175.75
1960-09-01,57.09,,,33.62,626.1,1178.43
1960-09-02,57.0,,,33.56,625.2,1184.75
1960-09-03,,,,,,1181.25
1960-09-05,,,,,,1173.67
1960-09-06,56.49,,,33.26,620.9,1182.7
1960-09-07,55.79,,,32.85,612.3,1178.67
1960-09-08,55.74,,,32.82,611.4,1182.94
1960-09-09,56.11,,,33.03,614.1,1189.72
1960-09-10,,,,,,1191.84
1960-09-12,55.72,,,32.8,609.4,1192.02
1960-09-13,55.83,,,32.87,611.8,1193.4
1960-09-14,55.44,,,32.64,605.7,1192.67
1960-09-15,55.22,,,32.51,602.7,1196.54
1960-09-16,55.11,,,32.44,602.2,1198.92
1960-09-17,,,,,,1198.29
1960-09-19,53.86,,,31.7,586.8,1202.85
1960-09-20,54.01,,,31.79,588.2,1200.37
1960-09-21,54.57,,,32.12,594.3,1208.08
1960-09-22,54.36,,,32.0,592.2,1215.33
1960-09-23,53.9,,,31.72,585.2,
1960-09-24,,,,,,1215.09
1960-09-26,53.06,,,31.23,577.1,1209.49
1960-09-27,52.94,,,31.16,574.8,1211.7
1960-09-28,52.48,,,30.88,569.1,1213.23
1960-09-29,52.62,,,30.97,570.6,1219.84
1960-09-30,53.52,,,31.49,580.1,1226.47
1960-10-01,,,,,,1230.34
1960-10-03,53.36,,,31.4,577.8,1229.38
1960-10-04,52.99,,,31.18,573.2,1229.72
1960-10-05,53.39,,,31.41,578.9,1234.95
1960-10-06,53.72,,,31.61,583.7,1225.75
1960-10-07,54.03,,,31.79,586.4,1221.14
1960-10-08,,,,,,1219.85
1960-10-10,54.14,,,31.85,587.3,1227.69
1960-10-11,54.22,,,31.9,588.8,1241.58
1960-10-12,54.15,,,31.86,585.8,1242.6
1960-10-13,54.57,,,32.1,591.5,1239.98
1960-10-14,54.86,,,32.27,596.5,1251.71
1960-10-15,,,,,,1255.83
1960-10-17,54.63,,,32.13,593.3,1254.3
1960-10-18,54.35,,,31.97,588.8,1247.15
1960-10-19,54.25,,,31.91,587.0,1258.25
1960-10-20,53.86,,,31.68,582.7,1253.46
1960-10-21,53.72,,,31.6,577.6,1258.82
1960-10-22,,,,,,1263.37
1960-10-24,52.7,,,31.0,571.9,1258.57
1960-10-25,52.2,,,30.7,566.1,1245.29
1960-10-26,53.05,,,31.2,575.2,1253.6
1960-10-27,53.62,,,31.53,581.0,1258.17
1960-10-28,53.41,,,31.41,577.9,1253.43
1960-10-29,,,,,,1250.61
1960-10-31,53.39,,,31.39,580.4,1250.06
1960-11-01,53.94,,,31.72,585.2,1262.05
1960-11-02,54.22,,,31.88,588.2,1272.14
1960-11-03,54.43,,,32.0,590.8,
1960-11-04,54.9,,,32.28,596.1,1284.63
1960-11-05,,,,,,1287.12
1960-11-07,55.11,,,32.4,597.6,1294.57
1960-11-08,,,,,,1299.44
1960-11-09,55.35,,,32.54,602.3,1301.17
1960-11-10,56.43,,,33.17,612.0,1307.84
1960-11-11,55.87,,,32.84,608.6,1309.93
1960-11-12,,,,,,1316.88
1960-11-14,55.59,,,32.68,604.8,1321.44
1960-11-15,55.81,,,32.81,606.9,1319.99
1960-11-16,55.7,,,32.74,604.8,1314.14
1960-11-17,55.55,,,32.65,602.2,1318.8
1960-11-18,55.82,,,32.81,603.6,1282.15
1960-11-19,,,,,,1276.16
1960-11-21,55.93,,,32.87,604.5,1267.92
1960-11-22,55.72,,,32.75,601.1,1292.97
1960-11-23,55.8,,,32.8,602.5,
1960-11-24,,,,,,1305.47
1960-11-25,56.13,,,32.99,606.5,1300.66
1960-11-26,,,,,,1294.21
1960-11-28,56.03,,,32.93,605.4,1268.49
1960-11-29,55.83,,,32.81,602.4,1278.09
1960-11-30,55.54,,,32.64,597.2,1287.17
1960-12-01,55.3,,,32.49,594.6,1309.65
1960-12-02,55.39,,,32.55,596.0,1314.82
1960-12-03,,,,,,1319.97
1960-12-05,55.31,,,32.5,593.5,1317.7
1960-12-06,55.47,,,32.59,597.1,1294.39
1960-12-07,56.02,,,32.91,604.6,1307.49
1960-12-08,56.15,,,32.99,605.2,1305.13
1960-12-09,56.65,,,33.28,610.9,1307.45
1960-12-10,,,,,,1310.16
1960-12-12,56.85,,,33.4,611.9,1292.45
1960-12-13,56.88,,,33.41,611.7,1277.17
1960-12-14,56.84,,,33.39,612.7,1297.48
1960-12-15,56.68,,,33.3,610.8,1294.88
1960-12-16,57.2,,,33.6,617.8,1301.79
1960-12-17,,,,,,1302.9
1960-12-19,57.13,,,33.56,615.6,1288.46
1960-12-20,57.09,,,33.53,614.8,1287.89
1960-12-21,57.55,,,33.8,615.4,1289.96
1960-12-22,57.39,,,33.71,613.3,1301.82
1960-12-23,57.44,,,33.73,613.2,1308.06
1960-12-24,,,,,,1319.36
1960-12-26,,,,,,1332.63
1960-12-27,57.52,,,33.78,613.4,1346.41
1960-12-28,57.78,,,33.93,615.8,1356.71
1960-12-29,58.05,,,34.09,616.2,
1960-12-30,58.11,,,34.12,615.9,
1961-01-03,57.57,,,33.81,610.3,
1961-01-04,58.36,,,34.28,621.5,1366.74
1961-01-05,58.57,,,34.41,622.7,1376.13
1961-01-06,58.4,,,34.32,621.6,1380.74
1961-01-07,,,,,,1383.06
1961-01-09,58.81,,,34.56,624.4,1383.63
1961-01-10,58.97,,,34.66,625.7,1394.34
1961-01-11,59.14,,,34.77,627.2,1403.06
1961-01-12,59.32,,,34.88,628.5,1383.78
1961-01-13,59.6,,,35.05,633.7,1407.08
1961-01-14,,,,,,1423.51
1961-01-16,59.58,,,35.05,633.2,1437.91
1961-01-17,59.64,,,35.09,629.0,1444.9
1961-01-18,59.68,,,35.12,634.1,1440.92
1961-01-19,59.77,,,35.18,632.4,1449.31
1961-01-20,59.96,,,35.3,634.4,1464.94
1961-01-21,,,,,,1466.93
1961-01-23,60.29,,,35.5,639.8,1474.63
1961-01-24,60.45,,,35.6,638.8,1468.16
1961-01-25,60.53,,,35.65,637.7,1478.25
1961-01-26,60.62,,,35.71,638.9,1482.99
1961-01-27,61.24,,,36.08,643.6,1486.52
1961-01-28,,,,,,1490.15
1961-01-30,61.97,,,36.52,650.6,1501.5
1961-01-31,61.78,,,36.41,648.2,1493.85
1961-02-01,61.9,,,36.49,649.4,1514.8
1961-02-02,62.3,,,36.73,653.6,1517.86
1961-02-03,62.22,,,36.69,653.0,1526.14
1961-02-04,,,,,,1534.13
1961-02-06,61.76,,,36.43,645.7,1552.17
1961-02-07,61.65,,,36.37,643.9,1544.04
1961-02-08,62.21,,,36.71,648.9,1543.6
1961-02-09,62.02,,,36.6,645.1,1557.01
1961-02-10,61.5,,,36.3,639.7,1553.17
1961-02-11,,,,,,1558.32
1961-02-13,61.14,,,36.09,637.0,1569.56
1961-02-14,61.41,,,36.26,642.9,1581.64
1961-02-15,61.92,,,36.57,648.9,1587.67
1961-02-16,62.3,,,36.8,651.9,1575.23
1961-02-17,62.1,,,36.69,651.7,1567.16
1961-02-18,,,,,,1574.29
1961-02-20,62.32,,,36.82,653.7,1580.4
1961-02-21,62.36,,,36.85,652.4,1565.49
1961-02-22,,,,,,1562.66
1961-02-23,62.59,,,37.0,654.4,1575.6
1961-02-24,62.84,,,37.15,655.6,1573.81
1961-02-25,,,,,,1566.75
1961-02-27,63.3,,,37.43,660.4,1545.13
1961-02-28,63.44,,,37.52,662.1,1524.53
1961-03-01,63.43,,,37.52,663.0,1536.83
1961-03-02,63.85,,,37.77,669.4,1543.53
1961-03-03,63.95,,,37.84,671.6,1551.87
1961-03-04,,,,,,1554.61
1961-03-06,64.05,,,37.91,674.5,1544.04
1961-03-07,63.47,,,37.57,667.1,1538.7
1961-03-08,63.44,,,37.56,666.2,1516.9
1961-03-09,63.5,,,37.6,663.3,1485.98
1961-03-10,63.48,,,37.6,663.6,1511.19
1961-03-11,,,,,,1525.26
1961-03-13,63.66,,,37.71,664.4,1511.46
1961-03-14,63.38,,,37.55,661.1,1491.89
1961-03-15,63.57,,,37.67,662.9,1493.13
1961-03-16,64.21,,,38.06,670.4,1481.38
1961-03-17,64.0,,,37.94,676.5,1488.42
1961-03-18,,,,,,1499.26
1961-03-20,64.86,,,38.45,678.8,1487.49
1961-03-21,64.74,,,38.39,678.7,
1961-03-22,64.7,,,38.37,679.4,1480.79
1961-03-23,64.53,,,38.28,675.5,1500.34
1961-03-24,64.42,,,38.22,672.5,1526.28
1961-03-25,,,,,,1531.47
1961-03-27,64.35,,,38.19,671.0,1537.16
1961-03-28,64.38,,,38.21,669.6,1564.63
1961-03-29,64.93,,,38.55,676.4,1577.22
1961-03-30,65.06,,,38.63,676.6,1583.38
1961-03-31,,,,,,1587.1
1961-04-01,,,,,,1590.5
1961-04-03,65.6,,,38.96,677.6,1599.66
1961-04-04,65.66,,,39.0,678.7,1591.28
1961-04-05,65.46,,,38.89,677.3,1589.93
1961-04-06,65.61,,,38.98,679.3,1588.7
1961-04-07,65.96,,,39.2,683.7,1603.64
1961-04-08,,,,,,1609.86
1961-04-10,66.53,,,39.54,692.1,1619.59
1961-04-11,66.62,,,39.6,694.1,1631.91
1961-04-12,66.31,,,39.43,690.2,1630.67
1961-04-13,66.26,,,39.41,692.0,1635.61
1961-04-14,66.37,,,39.48,693.7,1648.84
1961-04-15,,,,,,1649.59
1961-04-17,68.68,,,40.86,696.7,1664.14
1961-04-18,66.2,,,39.39,690.6,1664.35
1961-04-19,65.81,,,39.17,686.2,1673.99
1961-04-20,65.82,,,39.18,684.2,1664.94
1961-04-21,65.77,,,39.16,685.3,1652.3
1961-04-22,,,,,,1662.94
1961-04-24,64.4,,,38.35,672.7,1665.78
1961-04-25,65.3,,,38.89,683.1,1650.87
1961-04-26,65.55,,,39.05,682.2,1658.48
1961-04-27,65.46,,,39.0,679.5,1646.86
1961-04-28,65.31,,,38.92,678.7,1645.55
1961-05-01,65.17,,,38.84,677.1,1646.95
1961-05-02,65.64,,,39.13,682.3,1637.44
1961-05-03,66.18,,,39.46,688.9,
1961-05-04,66.44,,,39.62,692.3,1663.05
1961-05-05,66.52,,,39.67,690.7,
1961-05-06,,,,,,1682.08
1961-05-08,66.41,,,39.62,689.1,1675.33
1961-05-09,66.47,,,39.66,686.9,1684.97
1961-05-10,66.41,,,39.63,686.6,1692.45
1961-05-11,66.39,,,39.62,686.5,1685.86
1961-05-12,66.5,,,39.7,687.9,1687.82
1961-05-13,,,,,,1696.72
1961-05-15,66.83,,,39.9,692.4,1696.71
1961-05-16,67.08,,,40.06,697.7,1700.72
1961-05-17,67.39,,,40.25,705.5,1703.36
1961-05-18,66.99,,,40.02,701.1,1689.41
1961-05-19,67.27,,,40.19,706.0,1662.39
1961-05-20,,,,,,1642.81
1961-05-22,66.85,,,39.95,702.4,1650.77
1961-05-23,66.68,,,39.85,700.6,1676.53
1961-05-24,66.26,,,39.61,696.5,1654.53
1961-05-25,66.01,,,39.47,690.2,1661.16
1961-05-26,66.43,,,39.73,696.3,1670.22
1961-05-27,,,,,,1677.33
1961-05-29,,,,,,1682.4
1961-05-30,,,,,,1675.15
1961-05-31,66.56,,,39.81,696.7,1679.33
1961-06-01,66.56,,,39.82,695.4,1648.86
1961-06-02,66.73,,,39.93,697.7,1635.34
1961-06-03,,,,,,1639.07
1961-06-05,67.08,,,40.15,703.4,1635.12
1961-06-06,66.89,,,40.04,703.8,1603.55
1961-06-07,65.64,,,39.3,700.9,1579.73
1961-06-08,66.67,,,39.92,701.7,1620.66
1961-06-09,66.66,,,39.92,700.9,1625.04
1961-06-10,,,,,,1613.67
1961-06-12,66.15,,,39.62,696.8,1616.75
1961-06-13,65.8,,,39.42,694.2,1620.96
1961-06-14,65.98,,,39.54,695.8,1618.51
1961-06-15,65.69,,,39.37,691.3,1649.25
1961-06-16,65.18,,,39.07,685.5,1639.66
1961-06-17,,,,,,1647.14
1961-06-19,64.58,,,38.72,680.7,1663.15
1961-06-20,65.15,,,39.07,687.9,1670.68
1961-06-21,65.14,,,39.07,686.1,1677.41
1961-06-22,64.9,,,38.93,685.6,1687.29
1961-06-23,65.16,,,39.09,688.7,1697.24
1961-06-24,,,,,,1706.27
1961-06-26,64.47,,,38.69,681.2,1715.16
1961-06-27,64.47,,,38.7,683.9,1727.16
1961-06-28,64.59,,,38.77,684.6,1734.82
1961-06-29,64.52,,,38.74,682.0,1726.91
1961-06-30,64.64,,,38.82,684.0,1737.05
1961-07-01,,,,,,1742.14
1961-07-03,65.21,,,39.17,689.8,1760.72
1961-07-04,,,,,,1767.01
1961-07-05,65.63,,,39.43,692.8,1777.66
1961-07-06,65.81,,,39.54,694.3,1781.61
1961-07-07,65.77,,,39.52,692.7,1781.61
1961-07-08,,,,,,1784.26
1961-07-10,65.71,,,39.5,693.2,1795.31
1961-07-11,65.69,,,39.49,694.5,1793.45
1961-07-12,65.32,,,39.28,690.8,1806.47
1961-07-13,64.86,,,39.01,685.9,1810.97
1961-07-14,65.28,,,39.27,691.0,1822.02
1961-07-15,,,,,,1817.06
1961-07-17,64.79,,,38.98,684.6,1811.95
1961-07-18,64.41,,,38.76,679.3,1829.74
1961-07-19,64.7,,,38.94,682.7,1804.06
1961-07-20,64.71,,,38.95,683.0,1818.15
1961-07-21,64.86,,,39.05,682.8,1772.43
1961-07-22,,,,,,1777.85
1961-07-24,64.87,,,39.06,682.1,1793.19
1961-07-25,65.23,,,39.29,686.4,1785.36
1961-07-26,65.84,,,39.66,694.2,1773.71
1961-07-27,66.61,,,40.13,702.8,1761.17
1961-07-28,66.71,,,40.2,705.1,1768.24
1961-07-29,,,,,,1766.74
1961-07-31,66.76,,,40.24,705.4,1745.26
1961-08-01,67.37,,,40.61,713.9,1752.79
1961-08-02,66.94,,,40.36,710.5,1763.89
1961-08-03,67.29,,,40.58,715.7,1729.85
1961-08-04,67.68,,,40.82,720.7,1720.47
1961-08-05,,,,,,1718.97
1961-08-07,67.67,,,40.82,719.6,1691.82
1961-08-08,67.82,,,40.92,720.2,1702.23
1961-08-09,67.74,,,40.88,717.6,1673.18
1961-08-10,67.95,,,41.01,720.5,1660.04
1961-08-11,68.06,,,41.09,722.6,1712.85
1961-08-12,,,,,,1733.12
1961-08-14,67.72,,,40.89,718.9,1727.8
1961-08-15,67.55,,,40.8,716.2,1739.19
1961-08-16,67.73,,,40.91,718.2,1739.34
1961-08-17,68.11,,,41.15,721.8,1735.07
1961-08-18,68.29,,,41.27,723.5,1721.01
1961-08-19,,,,,,1729.93
1961-08-21,68.43,,,41.36,724.8,1721.56
1961-08-22,68.44,,,41.37,725.8,1707.51
1961-08-23,67.98,,,41.1,720.5,1684.98
1961-08-24,67.59,,,40.87,714.0,1679.41
1961-08-25,67.67,,,40.93,716.7,1689.02
1961-08-26,,,,,,1679.44
1961-08-28,67.7,,,40.95,716.0,1663.92
1961-08-29,67.55,,,40.87,714.2,1642.68
1961-08-30,67.81,,,41.03,716.9,1615.37
1961-08-31,68.07,,,41.2,719.9,1602.37
1961-09-01,68.19,,,41.28,721.2,1615.49
1961-09-02,,,,,,1621.21
1961-09-04,,,,,,1614.94
1961-09-05,67.96,,,41.15,718.7,1588.52
1961-09-06,68.46,,,41.46,726.0,1544.58
1961-09-07,68.35,,,41.4,726.5,1573.89
1961-09-08,67.88,,,41.12,720.9,1605.47
1961-09-09,,,,,,1613.03
1961-09-11,67.28,,,40.77,714.4,1585.93
1961-09-12,67.96,,,41.19,722.6,1573.25
1961-09-13,68.01,,,41.22,722.2,1546.24
1961-09-14,67.53,,,40.94,715.0,1509.68
1961-09-15,67.65,,,41.02,716.3,1515.98
1961-09-16,,,,,,1520.39
1961-09-18,67.21,,,40.76,711.2,1482.02
1961-09-19,66.08,,,40.08,702.5,1507.78
1961-09-20,66.96,,,40.62,707.3,1509.03
1961-09-21,66.99,,,40.65,706.3,1495.59
1961-09-22,66.72,,,40.49,701.6,1489.74
1961-09-25,65.77,,,39.92,691.9,1488.47
1961-09-26,65.78,,,39.94,693.2,1506.95
1961-09-27,66.47,,,40.36,701.1,1499.69
1961-09-28,66.58,,,40.44,700.3,1525.06
1961-09-29,66.73,,,40.54,701.2,1524.73
1961-09-30,,,,,,1526.03
1961-10-02,66.77,,,40.57,699.8,1486.52
1961-10-03,66.73,,,40.55,698.7,1465.08
1961-10-04,67.18,,,40.83,703.3,1420.31
1961-10-05,67.77,,,41.2,708.5,1420.85
1961-10-06,66.97,,,40.72,708.3,1395.31
1961-10-07,,,,,,1398.13
1961-10-09,67.94,,,41.32,705.4,1345.4
1961-10-10,68.11,,,41.43,706.7,1373.7
1961-10-11,68.17,,,41.47,705.6,1398.88
1961-10-12,68.16,,,41.47,705.5,1386.04
1961-10-13,68.04,,,41.41,703.3,1402.64
1961-10-14,,,,,,1414.33
1961-10-16,67.85,,,41.3,703.2,1409.79
1961-10-17,67.87,,,41.32,702.0,1381.66
1961-10-18,68.21,,,41.53,704.2,1356.12
1961-10-19,68.45,,,41.69,704.9,1315.55
1961-10-20,68.0,,,41.42,705.6,1325.46
1961-10-21,,,,,,1305.68
1961-10-23,68.06,,,41.47,699.0,1299.76
1961-10-24,67.98,,,41.42,697.2,1308.99
1961-10-25,68.34,,,41.65,700.7,1348.38
1961-10-26,68.46,,,41.73,700.7,1349.48
1961-10-27,68.34,,,41.67,698.7,1333.99
1961-10-28,,,,,,1324.41
1961-10-30,68.42,,,41.72,701.1,1322.11
1961-10-31,68.62,,,41.85,703.9,1329.51
1961-11-01,68.73,,,41.93,703.8,1360.15
1961-11-02,69.11,,,42.17,706.8,1367.56
1961-11-03,69.47,,,42.4,709.3,
1961-11-04,,,,,,1368.46
1961-11-06,70.01,,,42.73,714.6,1388.3
1961-11-07,,,,,,1413.5
1961-11-08,70.87,,,43.27,723.7,1428.83
1961-11-09,70.77,,,43.21,722.3,1417.63
1961-11-10,71.07,,,43.4,724.8,1426.95
1961-11-11,,,,,,1417.54
1961-11-13,71.27,,,43.53,728.4,1398.75
