Date,^spx_d,^shc_d,^hsi_d,^ndq_d,^dji_d,^nkx_d
1935-09-30,11.59,,,,131.9,
1935-10-01,11.48,,,,131.5,
1935-10-02,11.1,,,,128.1,
1935-10-03,11.26,,,,129.1,
1935-10-04,11.36,,,,129.8,
1935-10-05,11.44,,,,130.4,
1935-10-07,11.53,,,,130.8,
1935-10-08,11.45,,,,130.1,
1935-10-09,11.51,,,,130.6,
1935-10-10,11.74,,,,133.0,
1935-10-11,11.75,,,,133.6,
1935-10-14,11.88,,,,135.0,
1935-10-15,11.96,,,,136.3,
1935-10-16,11.91,,,,135.7,
1935-10-17,11.85,,,,135.6,
1935-10-18,11.81,,,,135.1,
1935-10-19,12.0,,,,137.1,
1935-10-21,12.19,,,,139.0,
1935-10-22,12.25,,,,138.8,
1935-10-23,12.33,,,,139.6,
1935-10-24,12.31,,,,139.4,
1935-10-25,12.43,,,,140.7,
1935-10-26,12.55,,,,141.5,
1935-10-28,12.46,,,,140.8,
1935-10-29,12.45,,,,140.5,
1935-10-30,12.36,,,,139.4,
1935-10-31,12.46,,,,139.7,
1935-11-01,12.61,,,,141.3,
1935-11-02,12.58,,,,141.2,
1935-11-04,12.62,,,,141.1,
1935-11-06,12.86,,,,142.9,
1935-11-07,12.81,,,,143.4,
1935-11-08,12.92,,,,144.3,
1935-11-09,12.94,,,,144.4,
1935-11-12,12.81,,,,142.6,
1935-11-13,12.96,,,,143.6,
1935-11-14,13.2,,,,145.6,
1935-11-15,13.25,,,,146.3,
1935-11-16,13.33,,,,147.3,
1935-11-18,13.28,,,,147.1,
1935-11-19,13.46,,,,148.4,
1935-11-20,13.29,,,,146.7,
1935-11-21,13.42,,,,147.4,
1935-11-22,13.14,,,,144.6,
1935-11-23,13.35,,,,146.1,
1935-11-25,13.18,,,,144.7,
1935-11-26,12.99,,,,142.6,
1935-11-27,13.09,,,,143.4,
1935-11-29,12.94,,,,142.3,
1935-11-30,12.95,,,,142.4,
1935-12-01,,,,,,33.76
1935-12-02,12.75,,,,140.7,
1935-12-03,13.1,,,,143.6,
1935-12-04,13.21,,,,144.0,
1935-12-05,13.18,,,,143.7,
1935-12-06,13.15,,,,143.5,
1935-12-07,13.3,,,,144.5,
1935-12-09,13.32,,,,144.1,
1935-12-10,13.09,,,,142.3,
1935-12-11,13.14,,,,142.8,
1935-12-12,12.96,,,,141.3,
1935-12-13,12.84,,,,140.2,
1935-12-14,12.86,,,,140.4,
1935-12-16,12.73,,,,139.1,
1935-12-17,12.9,,,,140.6,
1935-12-18,12.86,,,,140.1,
1935-12-19,12.8,,,,138.9,
1935-12-20,12.88,,,,139.5,
1935-12-21,12.94,,,,140.2,
1935-12-23,12.96,,,,140.6,
1935-12-24,13.09,,,,141.5,
1935-12-26,13.12,,,,141.5,
1935-12-27,13.11,,,,141.6,
1935-12-28,13.03,,,,140.8,
1935-12-30,13.3,,,,143.0,
1935-12-31,13.43,,,,144.1,
1936-01-02,13.4,,,,144.1,
1936-01-03,13.55,,,,144.7,
1936-01-04,13.47,,,,144.1,
1936-01-06,13.41,,,,143.1,
1936-01-07,13.62,,,,144.9,
1936-01-08,13.7,,,,146.2,
1936-01-09,13.67,,,,145.7,
1936-01-10,13.78,,,,147.1,
1936-01-11,13.72,,,,146.7,
1936-01-13,13.72,,,,146.5,
1936-01-14,13.8,,,,146.3,
1936-01-15,13.71,,,,145.7,
1936-01-16,13.77,,,,145.9,
1936-01-17,13.75,,,,145.8,
1936-01-18,13.64,,,,144.9,
1936-01-20,13.52,,,,144.1,
1936-01-21,13.47,,,,143.5,
1936-01-22,13.76,,,,146.0,
1936-01-23,13.91,,,,147.0,
1936-01-24,13.85,,,,146.6,
1936-01-25,13.95,,,,147.0,
1936-01-27,13.99,,,,147.3,
1936-01-28,14.01,,,,146.9,
1936-01-29,14.15,,,,147.7,
1936-01-30,14.08,,,,147.0,
1936-01-31,14.31,,,,149.5,
1936-02-01,14.3,,,,149.6,
1936-02-03,14.44,,,,150.6,
1936-02-04,14.42,,,,150.9,
1936-02-05,14.37,,,,150.6,
1936-02-06,14.39,,,,150.9,
1936-02-07,14.32,,,,150.2,
1936-02-08,14.35,,,,150.4,
1936-02-10,14.43,,,,151.2,
1936-02-11,14.63,,,,152.3,
1936-02-13,14.72,,,,152.5,
1936-02-14,14.66,,,,152.0,
1936-02-15,14.74,,,,152.4,
1936-02-17,14.58,,,,151.4,
1936-02-18,14.74,,,,153.4,
1936-02-19,14.64,,,,153.1,
1936-02-20,14.87,,,,154.4,
1936-02-21,14.83,,,,153.7,
1936-02-24,14.69,,,,152.7,
1936-02-25,14.42,,,,150.8,
1936-02-26,14.35,,,,149.8,
1936-02-27,14.69,,,,152.6,
1936-02-28,14.6,,,,152.5,
1936-02-29,14.55,,,,152.2,
1936-03-01,,,,,,34.58
1936-03-02,14.77,,,,154.1,
1936-03-03,14.98,,,,156.2,
1936-03-04,15.02,,,,156.7,
1936-03-05,15.04,,,,157.5,
1936-03-06,15.1,,,,158.8,
1936-03-07,14.99,,,,157.9,
1936-03-09,14.51,,,,153.5,
1936-03-10,14.73,,,,155.4,
1936-03-11,14.88,,,,156.9,
1936-03-12,14.46,,,,153.1,
1936-03-13,14.24,,,,150.4,
1936-03-14,14.62,,,,154.1,
1936-03-16,14.57,,,,153.3,
1936-03-17,14.92,,,,156.3,
1936-03-18,14.86,,,,155.8,
1936-03-19,15.06,,,,157.4,
1936-03-20,15.04,,,,157.4,
1936-03-21,14.95,,,,156.4,
1936-03-23,15.05,,,,157.6,
1936-03-24,14.97,,,,156.6,
1936-03-25,15.1,,,,157.9,
1936-03-26,15.05,,,,157.7,
1936-03-27,14.82,,,,155.5,
1936-03-28,14.84,,,,155.5,
1936-03-30,14.81,,,,155.4,
1936-03-31,14.92,,,,156.3,
1936-04-01,15.19,,,,159.0,
1936-04-02,15.34,,,,160.4,
1936-04-03,15.27,,,,160.1,
1936-04-04,15.39,,,,161.5,
1936-04-06,15.51,,,,162.0,
1936-04-07,15.43,,,,160.9,
1936-04-08,15.44,,,,161.0,
1936-04-09,15.39,,,,160.3,
1936-04-11,15.43,,,,160.5,
1936-04-13,15.42,,,,160.8,
1936-04-14,15.11,,,,158.4,
1936-04-15,15.26,,,,159.6,
1936-04-16,15.19,,,,158.5,
1936-04-17,15.1,,,,157.8,
1936-04-18,14.97,,,,156.1,
1936-04-20,14.62,,,,152.4,
1936-04-21,14.6,,,,153.4,
1936-04-22,14.85,,,,154.9,
1936-04-23,14.4,,,,151.1,
1936-04-24,14.44,,,,151.5,
1936-04-25,14.52,,,,151.9,
1936-04-27,13.96,,,,147.1,
1936-04-28,13.94,,,,146.8,
1936-04-29,13.53,,,,143.7,
1936-04-30,13.77,,,,145.7,
1936-05-01,13.87,,,,147.1,
1936-05-02,13.8,,,,146.4,
1936-05-04,13.82,,,,147.0,
1936-05-05,14.02,,,,148.6,
1936-05-06,14.18,,,,149.7,
1936-05-07,13.92,,,,147.1,
1936-05-08,13.9,,,,146.9,
1936-05-09,14.01,,,,147.9,
1936-05-11,13.86,,,,146.9,
1936-05-12,13.86,,,,146.7,
1936-05-13,13.97,,,,147.9,
1936-05-14,14.29,,,,151.5,
1936-05-15,14.29,,,,151.6,
1936-05-16,14.29,,,,151.4,
1936-05-18,14.19,,,,150.4,
1936-05-19,13.85,,,,147.5,
1936-05-20,13.99,,,,148.9,
1936-05-21,13.94,,,,148.8,
1936-05-22,14.09,,,,149.6,
1936-05-23,14.23,,,,150.7,
1936-05-25,14.25,,,,150.8,
1936-05-26,14.45,,,,152.3,
1936-05-27,14.42,,,,152.6,
1936-05-28,14.3,,,,151.8,
1936-05-29,14.4,,,,152.6,
1936-06-01,14.39,,,,152.8,33.43
1936-06-02,14.39,,,,152.0,
1936-06-03,14.34,,,,151.5,
1936-06-04,14.13,,,,149.4,
1936-06-05,14.12,,,,149.3,
1936-06-06,14.2,,,,149.8,
1936-06-08,14.34,,,,151.4,
1936-06-09,14.48,,,,152.9,
1936-06-10,14.55,,,,153.0,
1936-06-11,14.76,,,,155.2,
1936-06-12,14.59,,,,153.7,
1936-06-13,14.71,,,,154.6,
1936-06-15,14.74,,,,155.1,
1936-06-16,14.92,,,,156.7,
1936-06-17,14.85,,,,157.0,
1936-06-18,14.92,,,,157.4,
1936-06-19,14.83,,,,156.5,
1936-06-20,14.91,,,,157.2,
1936-06-22,15.07,,,,159.1,
1936-06-23,15.0,,,,158.9,
1936-06-24,15.16,,,,160.7,
1936-06-25,15.0,,,,158.6,
1936-06-26,14.95,,,,158.2,
1936-06-27,14.97,,,,158.5,
1936-06-29,14.89,,,,158.0,
1936-06-30,14.84,,,,157.7,
1936-07-01,14.9,,,,158.4,
1936-07-02,14.88,,,,157.5,
1936-07-03,15.02,,,,158.1,
1936-07-06,14.94,,,,157.1,
1936-07-07,14.81,,,,155.6,
1936-07-08,14.89,,,,156.2,
1936-07-09,15.07,,,,157.7,
1936-07-10,15.35,,,,160.1,
1936-07-11,15.45,,,,160.7,
1936-07-13,15.45,,,,161.4,
1936-07-14,15.63,,,,162.8,
1936-07-15,15.64,,,,163.2,
1936-07-16,15.63,,,,163.6,
1936-07-17,15.66,,,,163.6,
1936-07-18,15.75,,,,164.4,
1936-07-20,15.83,,,,164.4,
1936-07-21,15.93,,,,165.2,
1936-07-22,15.83,,,,164.5,
1936-07-23,15.89,,,,164.6,
1936-07-24,15.83,,,,164.4,
1936-07-25,15.99,,,,165.6,
1936-07-27,16.15,,,,166.9,
1936-07-28,16.12,,,,167.0,
1936-07-29,15.96,,,,165.7,
1936-07-30,16.02,,,,166.0,
1936-07-31,15.85,,,,164.9,
1936-08-01,15.87,,,,165.4,
1936-08-03,15.91,,,,165.3,
1936-08-04,15.87,,,,165.4,
1936-08-05,15.77,,,,165.1,
1936-08-06,15.87,,,,165.7,
1936-08-07,16.08,,,,168.0,
1936-08-08,16.24,,,,169.1,
1936-08-10,16.2,,,,168.8,
1936-08-11,16.08,,,,167.9,
1936-08-12,16.16,,,,169.1,
1936-08-13,16.08,,,,167.6,
1936-08-14,15.87,,,,165.8,
1936-08-15,15.91,,,,165.9,
1936-08-17,15.8,,,,165.4,
1936-08-18,15.81,,,,165.4,
1936-08-19,15.9,,,,166.0,
1936-08-20,15.81,,,,165.6,
1936-08-21,15.32,,,,160.8,
1936-08-22,15.5,,,,162.1,
1936-08-24,15.65,,,,163.8,
1936-08-25,15.67,,,,164.3,
1936-08-26,15.55,,,,163.3,
1936-08-27,15.89,,,,166.8,
1936-08-28,15.92,,,,166.8,
1936-08-29,15.96,,,,166.9,
1936-08-31,15.99,,,,166.3,
1936-09-01,15.95,,,,166.4,35.94
1936-09-02,16.01,,,,166.7,
1936-09-03,15.95,,,,166.2,
1936-09-04,16.02,,,,167.0,
1936-09-05,16.12,,,,167.8,
1936-09-08,16.29,,,,169.6,
1936-09-09,16.17,,,,168.5,
1936-09-10,16.16,,,,169.0,
1936-09-11,16.11,,,,168.6,
1936-09-12,16.07,,,,168.0,
1936-09-14,15.96,,,,166.9,
1936-09-15,15.93,,,,166.4,
1936-09-16,15.75,,,,165.2,
1936-09-17,15.87,,,,166.3,
1936-09-18,16.03,,,,167.8,
1936-09-19,16.13,,,,168.9,
1936-09-21,16.16,,,,168.9,
1936-09-22,16.22,,,,169.5,
1936-09-23,16.14,,,,169.0,
1936-09-24,16.17,,,,169.1,
1936-09-25,15.88,,,,166.4,
1936-09-26,16.03,,,,168.1,
1936-09-28,16.13,,,,168.8,
1936-09-29,16.06,,,,168.5,
1936-09-30,16.01,,,,167.8,
1936-10-01,16.04,,,,168.3,
1936-10-02,16.35,,,,170.8,
1936-10-03,16.51,,,,172.4,
1936-10-05,16.53,,,,172.8,
1936-10-06,16.68,,,,174.4,
1936-10-07,16.72,,,,174.6,
1936-10-08,16.81,,,,174.9,
1936-10-09,16.87,,,,175.2,
1936-10-10,16.98,,,,176.1,
1936-10-13,16.96,,,,176.3,
1936-10-14,16.88,,,,175.6,
1936-10-15,16.85,,,,175.2,
1936-10-16,17.04,,,,176.7,
1936-10-17,17.12,,,,177.6,
1936-10-19,17.13,,,,177.4,
1936-10-20,17.11,,,,176.8,
1936-10-21,17.18,,,,176.7,
1936-10-22,17.04,,,,174.9,
1936-10-23,17.09,,,,175.6,
1936-10-24,17.11,,,,175.9,
1936-10-26,16.65,,,,172.3,
1936-10-27,16.93,,,,174.4,
1936-10-28,16.94,,,,174.8,
1936-10-29,17.2,,,,176.3,
1936-10-30,17.23,,,,177.2,
1936-10-31,17.21,,,,177.2,
1936-11-02,17.17,,,,176.7,
1936-11-04,17.43,,,,180.7,
1936-11-05,17.56,,,,182.3,
1936-11-06,17.43,,,,181.6,
1936-11-07,17.68,,,,183.4,
1936-11-09,17.69,,,,183.7,
1936-11-10,17.63,,,,184.0,
1936-11-12,17.43,,,,183.2,
1936-11-13,17.24,,,,182.2,
1936-11-14,17.13,,,,181.5,
1936-11-16,17.4,,,,182.7,
1936-11-17,17.64,,,,184.9,
1936-11-18,17.51,,,,184.4,
1936-11-19,17.3,,,,182.2,
1936-11-20,17.13,,,,180.7,
1936-11-21,17.31,,,,182.0,
1936-11-23,16.89,,,,178.6,
1936-11-24,17.18,,,,181.1,
1936-11-25,17.09,,,,180.8,
1936-11-27,17.34,,,,182.8,
1936-11-28,17.37,,,,183.3,
1936-11-30,17.28,,,,183.2,
1936-12-01,17.14,,,,182.1,35.94
1936-12-02,16.95,,,,180.3,
1936-12-03,17.04,,,,181.3,
1936-12-04,17.01,,,,181.0,
1936-12-05,17.03,,,,181.1,
1936-12-07,16.91,,,,180.1,
1936-12-08,16.97,,,,180.6,
1936-12-09,17.05,,,,181.2,
1936-12-10,17.22,,,,182.2,
1936-12-11,17.14,,,,181.1,
1936-12-12,17.16,,,,180.9,
1936-12-14,17.32,,,,181.9,
1936-12-15,17.32,,,,182.0,
1936-12-16,17.29,,,,181.6,
1936-12-17,17.16,,,,180.8,
1936-12-18,17.0,,,,179.4,
1936-12-19,16.86,,,,177.6,
1936-12-21,16.65,,,,175.9,
1936-12-22,16.86,,,,177.3,
1936-12-23,17.03,,,,178.4,
1936-12-24,17.06,,,,178.6,
1936-12-28,16.94,,,,177.1,
1936-12-29,17.01,,,,177.6,
1936-12-30,17.27,,,,180.6,
1936-12-31,17.18,,,,179.9,
1937-01-02,17.02,,,,178.5,
1937-01-04,16.93,,,,177.7,
1937-01-05,17.08,,,,179.1,
1937-01-06,17.09,,,,178.9,
1937-01-07,17.48,,,,181.8,
1937-01-08,17.48,,,,183.0,
1937-01-09,17.5,,,,182.8,
1937-01-11,17.57,,,,183.3,
1937-01-12,17.58,,,,183.3,
1937-01-13,17.61,,,,183.0,
1937-01-14,17.66,,,,183.7,
1937-01-15,17.74,,,,184.5,
1937-01-16,17.86,,,,185.7,
1937-01-18,17.74,,,,185.0,
1937-01-19,17.62,,,,184.0,
1937-01-20,17.84,,,,186.0,
1937-01-21,17.96,,,,186.9,
1937-01-22,17.87,,,,186.5,
1937-01-23,17.92,,,,186.7,
1937-01-25,17.77,,,,185.6,
1937-01-26,17.51,,,,183.2,
1937-01-27,17.65,,,,184.0,
1937-01-28,17.63,,,,183.4,
1937-01-29,17.77,,,,184.7,
1937-01-30,17.83,,,,185.7,
1937-02-01,17.88,,,,186.6,
1937-02-02,18.0,,,,188.2,
1937-02-03,18.13,,,,188.7,
1937-02-04,18.15,,,,188.4,
1937-02-05,17.86,,,,186.0,
1937-02-06,18.02,,,,187.1,
1937-02-08,18.07,,,,187.8,
1937-02-09,17.99,,,,187.7,
1937-02-10,18.17,,,,189.4,
1937-02-11,18.32,,,,190.3,
1937-02-13,18.26,,,,190.0,
1937-02-15,18.1,,,,188.4,
1937-02-16,18.15,,,,188.2,
1937-02-17,18.12,,,,188.0,
1937-02-18,18.22,,,,188.1,
1937-02-19,18.37,,,,189.4,
1937-02-20,18.36,,,,189.4,
1937-02-23,17.97,,,,186.5,
1937-02-24,18.07,,,,187.4,
1937-02-25,18.0,,,,186.7,
1937-02-26,18.06,,,,187.2,
1937-02-27,18.09,,,,187.3,
1937-03-01,18.09,,,,187.7,36.9
1937-03-02,18.34,,,,189.9,
1937-03-03,18.55,,,,192.9,
1937-03-04,18.38,,,,191.6,
1937-03-05,18.62,,,,194.1,
1937-03-06,18.68,,,,194.2,
1937-03-08,18.56,,,,192.7,
1937-03-09,18.54,,,,193.3,
1937-03-10,18.67,,,,194.4,
1937-03-11,18.38,,,,192.2,
1937-03-12,18.36,,,,191.2,
1937-03-13,18.28,,,,190.6,
1937-03-15,18.14,,,,189.4,
1937-03-16,18.23,,,,190.0,
1937-03-17,18.11,,,,188.5,
1937-03-18,17.73,,,,184.7,
1937-03-19,17.72,,,,184.6,
1937-03-20,17.71,,,,184.0,
1937-03-22,17.22,,,,179.8,
1937-03-23,17.49,,,,181.9,
1937-03-24,17.7,,,,184.3,
1937-03-25,17.68,,,,184.1,
1937-03-27,17.75,,,,185.0,
1937-03-29,17.63,,,,184.1,
1937-03-30,17.95,,,,186.8,
1937-03-31,17.92,,,,186.4,
1937-04-01,17.71,,,,185.2,
1937-04-02,17.49,,,,182.8,
1937-04-03,17.54,,,,183.5,
1937-04-05,17.62,,,,184.2,
1937-04-06,17.46,,,,183.0,
1937-04-07,16.91,,,,178.1,
1937-04-08,16.99,,,,178.2,
1937-04-09,17.03,,,,178.9,
1937-04-10,16.96,,,,178.3,
1937-04-12,17.1,,,,179.7,
1937-04-13,17.28,,,,182.1,
1937-04-14,17.3,,,,181.9,
1937-04-15,17.23,,,,181.2,
1937-04-16,17.16,,,,180.8,
1937-04-17,17.07,,,,180.5,
1937-04-19,17.13,,,,180.8,
1937-04-20,17.18,,,,181.4,
1937-04-21,17.41,,,,183.6,
1937-04-22,17.19,,,,181.7,
1937-04-23,16.85,,,,178.5,
1937-04-24,16.74,,,,177.0,
1937-04-26,16.16,,,,172.0,
1937-04-27,16.43,,,,174.5,
1937-04-28,15.99,,,,170.1,
1937-04-29,15.99,,,,170.5,
1937-04-30,16.43,,,,174.3,
1937-05-01,16.43,,,,174.4,
1937-05-03,16.47,,,,174.6,
1937-05-04,16.73,,,,176.3,
1937-05-05,16.59,,,,174.7,
1937-05-06,16.71,,,,175.8,
1937-05-07,16.65,,,,175.9,
1937-05-08,16.6,,,,175.5,
1937-05-10,16.28,,,,173.0,
1937-05-11,16.29,,,,172.6,
1937-05-12,16.19,,,,172.2,
1937-05-13,15.65,,,,167.5,
1937-05-14,15.81,,,,169.2,
1937-05-15,15.83,,,,169.6,
1937-05-17,15.62,,,,167.8,
1937-05-18,15.88,,,,170.0,
1937-05-19,15.84,,,,169.8,
1937-05-20,16.26,,,,173.6,
1937-05-21,16.27,,,,173.8,
1937-05-22,16.49,,,,175.0,
1937-05-24,16.46,,,,175.6,
1937-05-25,16.25,,,,173.8,
1937-05-26,16.23,,,,173.7,
1937-05-27,16.26,,,,174.2,
1937-05-28,16.26,,,,174.7,
1937-06-01,15.96,,,,171.6,34.85
1937-06-02,16.07,,,,172.6,
1937-06-03,16.1,,,,172.8,
1937-06-04,16.28,,,,175.1,
1937-06-05,16.25,,,,175.0,
1937-06-07,16.13,,,,173.9,
1937-06-08,16.18,,,,174.3,
1937-06-09,16.04,,,,173.5,
1937-06-10,15.94,,,,172.8,
1937-06-11,15.73,,,,170.8,
1937-06-12,15.59,,,,169.5,
1937-06-14,15.2,,,,165.5,
1937-06-15,15.34,,,,167.4,
1937-06-16,15.18,,,,165.9,
1937-06-17,15.39,,,,167.7,
1937-06-18,15.51,,,,168.8,
1937-06-19,15.47,,,,168.6,
1937-06-21,15.35,,,,168.0,
1937-06-22,15.38,,,,168.2,
1937-06-23,15.51,,,,169.0,
1937-06-24,15.62,,,,170.1,
1937-06-25,15.52,,,,169.6,
1937-06-26,15.36,,,,168.5,
1937-06-28,15.12,,,,166.7,
1937-06-29,15.14,,,,167.1,
1937-06-30,15.4,,,,169.3,
1937-07-01,15.47,,,,170.1,
1937-07-02,15.7,,,,172.2,
1937-07-06,16.25,,,,176.8,
1937-07-07,16.37,,,,177.7,
1937-07-08,16.4,,,,177.7,
1937-07-09,16.32,,,,177.4,
1937-07-10,16.28,,,,176.7,
1937-07-12,16.54,,,,178.7,
1937-07-13,16.4,,,,178.2,
1937-07-14,16.38,,,,178.6,
1937-07-15,16.46,,,,179.7,
1937-07-16,16.42,,,,179.5,
1937-07-17,16.44,,,,179.7,
1937-07-19,16.74,,,,182.1,
1937-07-20,16.94,,,,183.3,
1937-07-21,16.82,,,,182.4,
1937-07-22,16.87,,,,183.0,
1937-07-23,16.94,,,,183.8,
1937-07-24,17.1,,,,184.9,
1937-07-26,17.06,,,,184.4,
1937-07-27,17.04,,,,184.2,
1937-07-28,16.78,,,,182.6,
1937-07-29,16.72,,,,183.0,
1937-07-30,16.77,,,,184.0,
1937-07-31,16.98,,,,185.6,
1937-08-02,17.07,,,,186.9,
1937-08-03,16.93,,,,185.9,
1937-08-04,17.02,,,,186.8,
1937-08-05,16.91,,,,186.1,
1937-08-06,16.85,,,,185.4,
1937-08-07,17.01,,,,186.4,
1937-08-09,17.07,,,,186.8,
1937-08-10,17.04,,,,187.0,
1937-08-11,17.01,,,,186.7,
1937-08-12,17.1,,,,187.6,
1937-08-13,17.27,,,,189.3,
1937-08-14,17.32,,,,190.0,
1937-08-16,17.17,,,,189.3,
1937-08-17,17.07,,,,188.7,
1937-08-18,16.91,,,,187.4,
1937-08-19,16.66,,,,185.3,
1937-08-20,16.49,,,,183.0,
1937-08-21,16.59,,,,183.7,
1937-08-23,16.46,,,,181.9,
1937-08-24,16.59,,,,182.4,
1937-08-25,16.47,,,,181.7,
1937-08-26,16.15,,,,178.5,
1937-08-27,15.88,,,,175.9,
1937-08-28,15.91,,,,175.9,
1937-08-30,16.12,,,,177.9,
1937-08-31,16.04,,,,177.4,
1937-09-01,15.61,,,,173.1,40.5
1937-09-02,15.36,,,,170.8,
1937-09-03,15.46,,,,172.2,
1937-09-04,15.58,,,,172.6,
1937-09-07,14.69,,,,164.4,
1937-09-08,14.61,,,,163.4,
1937-09-09,14.98,,,,166.4,
1937-09-10,14.19,,,,158.0,
1937-09-11,14.43,,,,160.0,
1937-09-13,14.23,,,,158.0,
1937-09-14,14.68,,,,162.9,
1937-09-15,14.61,,,,162.9,
1937-09-16,14.89,,,,164.8,
1937-09-17,14.57,,,,162.2,
1937-09-18,14.17,,,,157.8,
1937-09-20,13.94,,,,155.6,
1937-09-21,14.08,,,,156.6,
1937-09-22,14.14,,,,157.5,
1937-09-23,13.79,,,,154.0,
1937-09-24,13.2,,,,147.4,
1937-09-25,13.09,,,,147.5,
1937-09-27,13.63,,,,152.0,
1937-09-28,13.72,,,,153.2,
1937-09-29,13.79,,,,154.7,
1937-09-30,13.76,,,,154.6,
1937-10-01,13.72,,,,153.9,
1937-10-02,13.76,,,,154.1,
1937-10-04,13.59,,,,152.2,
1937-10-05,12.85,,,,144.1,
1937-10-06,13.16,,,,147.2,
1937-10-07,13.06,,,,146.6,
1937-10-08,12.75,,,,144.0,
1937-10-09,12.78,,,,143.9,
1937-10-11,12.22,,,,138.8,
1937-10-13,12.21,,,,138.2,
1937-10-14,11.97,,,,136.5,
1937-10-15,11.84,,,,135.5,
1937-10-16,11.86,,,,136.3,
1937-10-18,10.76,,,,125.7,
1937-10-19,11.1,,,,126.9,
1937-10-20,11.93,,,,134.6,
1937-10-21,12.17,,,,135.5,
1937-10-22,11.84,,,,132.3,
1937-10-23,11.28,,,,127.2,
1937-10-25,12.0,,,,134.4,
1937-10-26,11.74,,,,132.8,
1937-10-27,11.76,,,,132.3,
1937-10-28,12.05,,,,135.2,
1937-10-29,12.35,,,,138.5,
1937-10-30,12.36,,,,138.2,
1937-11-01,12.08,,,,135.9,
1937-11-03,11.52,,,,130.1,
1937-11-04,11.46,,,,128.8,
1937-11-05,11.46,,,,128.9,
1937-11-06,11.13,,,,125.3,
1937-11-08,11.12,,,,124.0,
1937-11-09,11.35,,,,126.2,
1937-11-10,11.96,,,,132.2,
1937-11-12,11.91,,,,133.1,
1937-11-13,11.93,,,,133.1,
1937-11-15,11.53,,,,129.2,
1937-11-16,11.48,,,,128.0,
1937-11-17,11.39,,,,127.5,
1937-11-18,11.16,,,,125.5,
1937-11-19,10.51,,,,118.1,
1937-11-20,10.83,,,,120.5,
1937-11-22,10.25,,,,114.2,
1937-11-23,10.43,,,,115.8,
1937-11-24,10.17,,,,113.6,
1937-11-26,10.67,,,,118.3,
1937-11-27,11.18,,,,123.7,
1937-11-29,10.96,,,,121.6,
1937-11-30,11.11,,,,123.5,
1937-12-01,10.97,,,,122.1,37.33
1937-12-02,11.19,,,,125.1,
1937-12-03,11.34,,,,127.6,
1937-12-04,11.35,,,,127.8,
1937-12-06,11.13,,,,126.2,
1937-12-07,11.32,,,,128.3,
1937-12-08,11.42,,,,129.8,
1937-12-09,11.21,,,,128.2,
1937-12-10,11.1,,,,126.7,
1937-12-11,11.11,,,,126.8,
1937-12-13,10.74,,,,122.8,
1937-12-14,10.83,,,,123.5,
1937-12-15,10.91,,,,124.2,
1937-12-16,11.08,,,,125.8,
1937-12-17,11.0,,,,125.0,
1937-12-18,11.15,,,,126.6,
1937-12-20,11.31,,,,129.1,
1937-12-21,11.38,,,,130.0,
1937-12-22,11.18,,,,128.6,
1937-12-23,11.12,,,,127.6,
1937-12-24,11.06,,,,127.4,
1937-12-27,10.69,,,,123.5,
1937-12-28,10.31,,,,118.9,
1937-12-29,10.42,,,,120.2,
1937-12-30,10.56,,,,121.6,
1937-12-31,10.55,,,,120.9,
1938-01-03,10.52,,,5.63,120.6,
1938-01-04,10.99,,,5.88,124.6,
1938-01-05,10.92,,,5.85,124.7,
1938-01-06,11.42,,,6.11,129.0,
1938-01-07,11.32,,,6.06,128.2,
1938-01-08,11.62,,,6.22,130.8,
1938-01-10,11.87,,,6.35,133.6,
1938-01-11,11.95,,,6.4,134.4,
1938-01-12,11.84,,,6.34,133.2,
1938-01-13,11.67,,,6.25,131.6,
1938-01-14,11.7,,,6.26,131.8,
1938-01-15,11.91,,,6.37,134.3,
1938-01-17,11.67,,,6.24,132.5,
1938-01-18,11.55,,,6.18,131.5,
1938-01-19,11.45,,,6.12,130.1,
1938-01-20,11.66,,,6.24,132.3,
1938-01-21,11.44,,,6.12,130.7,
1938-01-22,11.41,,,6.1,130.0,
1938-01-24,11.4,,,6.09,129.9,
1938-01-25,11.22,,,6.0,128.3,
1938-01-26,10.79,,,5.77,123.2,
1938-01-27,10.64,,,5.69,121.6,
1938-01-28,10.55,,,5.64,120.7,
1938-01-29,10.51,,,5.62,120.1,
1938-01-31,10.69,,,5.71,121.9,
1938-02-01,10.89,,,5.82,124.0,
1938-02-02,10.74,,,5.74,123.1,
1938-02-03,10.34,,,5.52,118.5,
1938-02-04,10.54,,,5.63,120.5,
1938-02-05,10.76,,,5.75,122.9,
1938-02-07,10.56,,,5.64,121.4,
1938-02-08,10.98,,,5.86,125.5,
1938-02-09,10.9,,,5.82,125.0,
1938-02-10,10.97,,,5.86,125.5,
1938-02-11,10.93,,,5.84,124.9,
1938-02-14,11.02,,,5.88,126.0,
1938-02-15,10.89,,,5.81,124.9,
1938-02-16,10.87,,,5.8,124.9,
1938-02-17,11.15,,,5.95,127.6,
1938-02-18,11.02,,,5.88,126.3,
1938-02-19,11.19,,,5.97,127.5,
1938-02-21,11.38,,,6.07,129.5,
1938-02-23,11.68,,,6.23,132.4,
1938-02-24,11.51,,,6.14,130.9,
1938-02-25,11.57,,,6.17,131.6,
1938-02-26,11.54,,,6.16,131.3,
1938-02-28,11.34,,,6.05,129.6,
1938-03-01,11.46,,,6.11,130.5,38.25
